MP-COS	681	0.7256
MP-COS	682	0.5978
MP-COS	684	0.2570
MP-COS	685	0.4498
MP-COS	686	0.6199
MP-COS	687	0.6395
MP-COS	688	0.2789
MP-COS	689	0.1830
PACRR-DRMM	301	0.1830
PACRR-DRMM	303	0.6013
PACRR-DRMM	306	0.3601
PACRR-DRMM	307	0.5696
PACRR-DRMM	310	0.4319
PACRR-DRMM	314	0.0808
PACRR-DRMM	318	0.0672
PACRR-DRMM	320	0.2938
PACRR-DRMM	321	0.5626
PACRR-DRMM	322	0.0641
PACRR-DRMM	323	0.4561
PACRR-DRMM	324	0.7534
PACRR-DRMM	325	0.3910
PACRR-DRMM	326	0.8362
PACRR-DRMM	327	0.4778
PACRR-DRMM	328	0.8010
PACRR-DRMM	329	0.6250
PACRR-DRMM	330	0.4830
PACRR-DRMM	331	0.5612
PACRR-DRMM	336	0.2208
PACRR-DRMM	339	0.5959
PACRR-DRMM	341	0.5125
PACRR-DRMM	344	0.3345
PACRR-DRMM	345	0.5748
PACRR-DRMM	346	0.3578
PACRR-DRMM	347	0.3674
PACRR-DRMM	349	0.4847
PACRR-DRMM	350	0.3580
PACRR-DRMM	351	0.6612
PACRR-DRMM	352	0.1485
PACRR-DRMM	353	0.5067
PACRR-DRMM	354	0.3001
PACRR-DRMM	355	0.3814
PACRR-DRMM	356	0.1014
PACRR-DRMM	357	0.6033
PACRR-DRMM	358	0.6459
PACRR-DRMM	359	0.1824
PACRR-DRMM	362	0.4035
PACRR-DRMM	363	0.3396
PACRR-DRMM	365	0.8548
PACRR-DRMM	367	0.3063
PACRR-DRMM	372	0.4904
PACRR-DRMM	374	0.5936
PACRR-DRMM	375	0.4838
PACRR-DRMM	378	0.1064
PACRR-DRMM	379	0.2782
PACRR-DRMM	383	0.1657
PACRR-DRMM	385	0.6205
PACRR-DRMM	389	0.1398
PACRR-DRMM	393	0.2882
PACRR-DRMM	394	0.3061
PACRR-DRMM	397	0.3962
PACRR-DRMM	399	0.2827
PACRR-DRMM	401	0.2649
PACRR-DRMM	404	0.5549
PACRR-DRMM	405	0.2324
PACRR-DRMM	408	0.4223
PACRR-DRMM	409	0.4388
PACRR-DRMM	414	0.6387
PACRR-DRMM	416	0.6776
PACRR-DRMM	419	0.2895
PACRR-DRMM	425	0.7500
PACRR-DRMM	426	0.1908
PACRR-DRMM	427	0.4605
PACRR-DRMM	433	0.0440
PACRR-DRMM	435	0.3477
PACRR-DRMM	436	0.2092
PACRR-DRMM	439	0.2839
PACRR-DRMM	441	0.7289
PACRR-DRMM	442	0.1957
PACRR-DRMM	443	0.5606
PACRR-DRMM	445	0.4398
PACRR-DRMM	448	0.1926
PACRR-DRMM	450	0.6969
PACRR-DRMM	610	0.2964
PACRR-DRMM	611	0.5291
PACRR-DRMM	612	0.5401
PACRR-DRMM	613	0.5293
PACRR-DRMM	614	0.5041
PACRR-DRMM	615	0.2869
PACRR-DRMM	616	0.8068
PACRR-DRMM	617	0.5663
PACRR-DRMM	618	0.4418
PACRR-DRMM	619	0.8420
PACRR-DRMM	635	0.8158
PACRR-DRMM	641	0.6148
PACRR-DRMM	646	0.5602
PACRR-DRMM	647	0.4508
PACRR-DRMM	648	0.6702
PACRR-DRMM	649	0.7445
PACRR-DRMM	655	0.1182
PACRR-DRMM	680	0.4128
PACRR-DRMM	681	0.7571
PACRR-DRMM	682	0.6474
PACRR-DRMM	684	0.3945
PACRR-DRMM	685	0.4804
PACRR-DRMM	686	0.6989
PACRR-DRMM	687	0.6406
PACRR-DRMM	688	0.3023
PACRR-DRMM	689	0.4572
